5 10.0524722 -26.159444 2394.244 12402
1260864789 10.0106056 -26.506833 17.75 C1.1
1260864796 10.0107481 -26.512972 17.15 C0.5
1260864833 10.0113389 -26.527306 15.80 C0.0
1260864834 10.0113426 -26.509833 18.35 C0.9
1260864848 10.0115296 -26.532722 19.45 C3.1
1260864861 10.0117870 -26.526694 19.30 C2.8
1260864872 10.0119722 -26.507611 14.65 C-0.3
1260864879 10.0120796 -26.534417 15.80 C0.6
1260864885 10.0121778 -26.506361 17.65 C1.3
1260864886 10.0121963 -26.536306 19.05 C2.3
1260864891 10.0122778 -26.512778 17.85 C1.3
1260864893 10.0123037 -26.523917 17.45 C0.5
1260864903 10.0125463 -26.539889 19.35 C2.9
1260864904 10.0125519 -26.545278 11.30 C0.4
1260864905 10.0125630 -26.550667 19.25 C2.7
1260864906 10.0125667 -26.551056 18.90 C2.0
1260864922 10.0128593 -26.512806 14.35 C-0.1
1260864924 10.0128722 -26.535306 19.10 C2.4
1260864932 10.0130037 -26.511750 17.35 C0.5
1260864936 10.0130556 -26.519333 19.20 C3.2
1260864938 10.0130759 -26.500250 18.70 C1.6
1260864951 10.0133759 -26.508889 18.30 C1.2
1260864955 10.0134426 -26.568028 18.75 C1.9
1260864964 10.0135870 -26.529417 19.10 C2.4
1260864986 10.0139685 -26.519833 19.15 C2.5
1260865003 10.0142778 -26.525528 19.05 C2.3
1260865009 10.0143463 -26.577833 19.10 C2.8
1260865010 10.0143778 -26.566083 19.00 C2.2
1260865024 10.0146759 -26.503889 16.85 C0.3
1260865034 10.0148019 -26.514167 13.70 C1.0
1260865035 10.0148185 -26.588889 18.20 C0.8
1260865043 10.0149870 -26.556833 18.75 C1.7
1260865044 10.0150148 -26.566000 17.60 C0.0
1260865045 10.0150204 -26.529194 16.10 C-0.2
1260865046 10.0150222 -26.533056 16.60 C0.2
1260865047 10.0150222 -26.522778 15.55 C0.1
1260865051 10.0150611 -26.527778 17.55 C0.7
1260865063 10.0151944 -26.579722 17.70 C1.2
1260865066 10.0152537 -26.551194 19.00 C2.4
1260865067 10.0152667 -26.593111 18.85 C3.7
1260865076 10.0154741 -26.599361 14.40 C0.2
1260865077 10.0154852 -26.585778 17.85 C0.5
1260865079 10.0155111 -26.549667 18.35 C0.9
1260865084 10.0155796 -26.557722 18.55 C1.3
1260865085 10.0155852 -26.553361 18.90 C2.0
1260865086 10.0155870 -26.504972 19.15 C2.5
1260865091 10.0156630 -26.572139 19.15 C2.5
1260865100 10.0157500 -26.520611 19.15 C2.5
1260865102 10.0157852 -26.504944 18.10 C1.4
1260865112 10.0158815 -26.584389 18.60 C1.8
1260865117 10.0159296 -26.526306 17.45 C0.3
1260865121 10.0160111 -26.560194 17.55 C1.1
1260865130 10.0162056 -26.554667 18.95 C2.1
1260865131 10.0162333 -26.589444 16.30 C0.4
1260865136 10.0162963 -26.541194 18.90 C2.2
1260865137 10.0163056 -26.510528 16.30 C0.2
1260865138 10.0163093 -26.513167 19.20 C3.2
1260865139 10.0163111 -26.504972 11.80 C-0.8
1260865140 10.0163148 -26.514861 19.50 C3.2
1260865153 10.0164685 -26.524056 15.35 C0.3
1260865160 10.0165463 -26.545611 18.05 C0.5
1260865161 10.0165556 -26.578972 18.15 C0.7
1260865163 10.0166148 -26.555306 18.95 C2.1
1260865165 10.0166370 -26.608667 18.75 C2.1
1260865174 10.0167907 -26.504944 17.95 C0.9
1260865175 10.0167963 -26.580056 18.70 C2.0
1260865178 10.0168241 -26.504917 17.55 C2.5
1260865181 10.0168611 -26.603667 16.55 C0.5
1260865187 10.0169426 -26.614167 19.15 C2.5
1260865189 10.0169796 -26.578167 19.25 C2.7
1260865194 10.0171167 -26.506528 18.85 C2.1
1260865196 10.0171259 -26.612917 19.15 C2.5
1260865198 10.0171741 -26.504944 19.30 C2.8
1260865199 10.0171796 -26.618528 19.30 C3.2
1260865214 10.0173111 -26.527333 19.50 C3.2
1260865217 10.0173759 -26.613389 19.25 C2.7
1260865222 10.0174630 -26.529861 18.80 C2.0
1260865223 10.0174759 -26.553806 18.70 C1.6
1260865227 10.0176111 -26.630278 18.85 C1.9
1260865228 10.0176370 -26.576333 18.40 C1.6
1260865229 10.0176389 -26.579528 15.75 C0.3
1260865231 10.0176556 -26.547028 19.45 C3.1
1260865235 10.0177222 -26.525611 17.80 C0.6
1260865237 10.0177426 -26.557500 16.85 C0.5
1260865240 10.0177722 -26.593333 17.95 C1.7
1260865242 10.0178481 -26.569806 13.45 C0.7
1260865244 10.0178907 -26.598083 17.30 C0.8
1260865245 10.0179111 -26.536889 16.80 C0.8
1260865251 10.0180222 -26.527694 19.00 C2.6
1260865254 10.0180648 -26.595833 16.95 C0.1
1260865255 10.0180796 -26.521583 16.55 C1.3
1260865256 10.0180852 -26.596694 17.10 C0.0
1260865260 10.0181333 -26.554000 12.40 C0.2
1260865261 10.0181444 -26.572250 17.30 C0.4
1260865266 10.0181815 -26.605694 16.00 C0.2
1260865279 10.0184370 -26.537750 18.30 C1.2
1260865280 10.0184870 -26.572778 16.65 C0.3
1260865281 10.0185093 -26.512250 16.15 C-0.1
1260865286 10.0186130 -26.556500 17.35 C0.3
1260865290 10.0186574 -26.574806 19.05 C2.5
1260865304 10.0188519 -26.529694 18.95 C3.1
1260865310 10.0188889 -26.506250 19.30 C3.0
1260865312 10.0189556 -26.579083 16.50 C0.8
1260865315 10.0190185 -26.541806 17.55 C0.5
1260865319 10.0190833 -26.639694 19.00 C2.4
1260865322 10.0191019 -26.511944 19.50 C3.4
1260865329 10.0192278 -26.602139 18.35 C1.9
1260865331 10.0192667 -26.623056 17.25 C0.3
1260865334 10.0192759 -26.578500 18.90 C2.0
1260865336 10.0192981 -26.641833 16.80 C0.8
1260865339 10.0193759 -26.590806 18.10 C0.8
1260865346 10.0196148 -26.523722 18.05 C0.5
1260865347 10.0196204 -26.633278 19.05 C2.3
1260865348 10.0196426 -26.639083 18.15 C0.9
1260865349 10.0197037 -26.565361 14.95 C0.3
1260865350 10.0197074 -26.543194 18.05 C0.7
1260865353 10.0197426 -26.600111 17.00 C0.6
1260865354 10.0197537 -26.532556 18.60 C2.2
1260865357 10.0197907 -26.500944 14.20 C0.8
1260865358 10.0197926 -26.548361 19.05 C2.3
1260865364 10.0199407 -26.645139 18.80 C2.0
1260865366 10.0199981 -26.597472 18.30 C1.0
1260865370 10.0200870 -26.625194 16.60 C1.2
1260865376 10.0201741 -26.543278 18.15 C0.7
1260865379 10.0201852 -26.571861 19.35 C3.1
1260865383 10.0202167 -26.587361 17.85 C1.5
1260865386 10.0202796 -26.558417 16.85 C0.7
1260865389 10.0203759 -26.568500 18.20 C0.8
1260865394 10.0204556 -26.506250 13.95 C0.3
1260865395 10.0204685 -26.586556 19.30 C2.8
1260865396 10.0204944 -26.603444 16.55 C0.3
1260865397 10.0205130 -26.600056 13.75 C0.7
1260865398 10.0205333 -26.597333 16.00 C1.0
1260865400 10.0205352 -26.570167 13.85 C0.1
1260865409 10.0206407 -26.657194 18.85 C1.9
1260865410 10.0206426 -26.667778 14.60 C-0.2
1260865413 10.0206778 -26.626583 16.95 C1.1
1260865418 10.0207352 -26.503472 17.95 C0.5
1260865419 10.0207352 -26.643056 17.60 C0.6
1260865420 10.0207519 -26.560194 17.65 C0.5
1260865425 10.0208481 -26.561417 19.45 C3.1
1260865426 10.0208537 -26.540528 15.20 C0.2
1260865427 10.0208537 -26.629278 17.45 C0.3
1260865430 10.0208870 -26.595083 19.40 C3.2
1260865432 10.0209204 -26.532250 13.50 C0.8
1260865435 10.0209574 -26.598111 18.25 C1.1
1260865441 10.0209778 -26.576861 16.35 C0.3
1260865443 10.0209852 -26.585056 19.10 C2.8
1260865447 10.0210315 -26.555389 17.95 C2.1
1260865448 10.0210481 -26.506556 18.80 C2.0
1260865450 10.0210704 -26.624083 18.55 C1.3
1260865451 10.0210815 -26.647750 16.20 C0.4
1260865455 10.0211704 -26.565500 18.85 C2.5
1260865457 10.0211944 -26.548028 17.45 C1.3
1260865460 10.0212167 -26.628028 15.60 C0.4
1260865464 10.0212907 -26.643361 18.85 C2.3
1260865469 10.0213500 -26.526389 17.35 C0.7
1260865470 10.0213722 -26.565389 17.15 C0.5
1260865471 10.0213833 -26.508917 17.25 C1.5
1260865473 10.0213889 -26.622194 17.15 C0.5
1260865476 10.0214074 -26.653528 19.10 C2.4
1260865478 10.0214222 -26.529472 17.05 C0.3
1260865479 10.0214241 -26.590528 17.90 C1.6
1260865482 10.0214537 -26.623306 18.10 C0.4
1260865483 10.0214574 -26.605194 18.95 C2.1
1260865488 10.0215296 -26.544694 17.20 C0.4
1260865490 10.0215611 -26.565667 17.05 C0.7
1260865494 10.0215981 -26.596944 14.65 C-0.1
1260865495 10.0216204 -26.637194 17.05 C0.3
1260865498 10.0216426 -26.511000 18.55 C1.7
1260865502 10.0217315 -26.599222 19.25 C2.7
1260865507 10.0217944 -26.573722 17.20 C0.2
1260865508 10.0217981 -26.678611 18.10 C1.4
1260865510 10.0218241 -26.518056 19.10 C2.4
1260865511 10.0218241 -26.671083 18.90 C2.0
1260865514 10.0218981 -26.653417 18.15 C0.5
1260865517 10.0219296 -26.663917 17.10 C0.8
1260865520 10.0219815 -26.616306 19.15 C2.9
1260865526 10.0220537 -26.538167 17.60 C0.2
1260865528 10.0220889 -26.637444 15.35 C0.5
1260865531 10.0221630 -26.588028 14.90 C0.2
1260865534 10.0222000 -26.624944 18.35 C0.9
1260865536 10.0222167 -26.672500 17.90 C0.8
1260865537 10.0222352 -26.663917 17.00 C0.4
1260865541 10.0223167 -26.644444 19.05 C2.3
1260865542 10.0223259 -26.625028 16.40 C0.0
1260865543 10.0223407 -26.651306 18.80 C1.8
1260865544 10.0223556 -26.502278 16.90 C0.4
1260865546 10.0223722 -26.658583 15.30 C0.4
1260865547 10.0223778 -26.654139 16.70 C0.8
1260865548 10.0224019 -26.661778 17.90 C1.6
1260865550 10.0224111 -26.513500 19.45 C3.1
1260865555 10.0225222 -26.591861 18.30 C0.8
1260865557 10.0225722 -26.544778 17.70 C1.0
1260865564 10.0226222 -26.540611 18.95 C2.1
1260865566 10.0226222 -26.665833 18.90 C2.2
1260865568 10.0226463 -26.666639 18.50 C1.2
1260865570 10.0226889 -26.557028 18.65 C1.9
1260865577 10.0227593 -26.625167 16.75 C0.5
1260865581 10.0228444 -26.558472 19.35 C2.9
1260865583 10.0229259 -26.609778 19.40 C3.2
1260865588 10.0229741 -26.662389 18.65 C1.9
1260865591 10.0229963 -26.647722 18.00 C0.6
1260865592 10.0230148 -26.620778 19.20 C2.8
1260865593 10.0230315 -26.506778 18.35 C0.9
1260865595 10.0230333 -26.563694 19.25 C3.1
1260865597 10.0230833 -26.654417 19.10 C2.4
1260865599 10.0231389 -26.596389 19.30 C3.2
1260865605 10.0231981 -26.522028 19.20 C2.6
1260865613 10.0232944 -26.535306 18.80 C1.8
1260865622 10.0234259 -26.541278 18.95 C2.1
1260865624 10.0234481 -26.573611 15.35 C0.3
1260865625 10.0234556 -26.642361 18.85 C1.9
1260865627 10.0234593 -26.674417 19.15 C2.5
1260865631 10.0235481 -26.640778 17.55 C0.9
1260865637 10.0237574 -26.592361 19.05 C2.5
1260865640 10.0238000 -26.693139 16.35 C0.3
1260865643 10.0238352 -26.619972 19.20 C3.2
1260865646 10.0238852 -26.562000 19.20 C3.0
1260865647 10.0239130 -26.675250 19.10 C2.8
1260865649 10.0239185 -26.593111 18.95 C2.1
1260865658 10.0240648 -26.697139 18.80 C1.8
